id,client,p1,p2,p3,date,type,influencer,referer,clientId,influencerId
1008924,c52,2637,4893,4795,2020-10-03,Order,c38,Instagram,52,38
1008925,c52,4032,4886,4569,2020-04-10,Order,c14,Youtube,52,14
1008926,c86,3901,3530,2957,2020-11-27,Order,c39,Youtube,86,39
1008927,c69,2757,2997,4319,2020-08-07,Order,c25,Instagram,69,25
1008928,c56,3247,2974,3700,2020-08-13,Order,c31,Twitter,56,31
1008929,c4,4256,3586,3490,2020-09-16,Order,c60,Instagram,4,60
1008930,c69,3323,3004,4533,2020-09-10,Order,c64,Facebook,69,64
1008931,c56,2951,3334,3945,2020-09-11,Order,c22,Facebook,56,22
1008932,c97,3548,2803,4205,2020-01-12,Order,c29,Instagram,97,29
1008933,c93,2985,4665,4702,2020-06-24,Order,c50,Youtube,93,50
1008934,c63,3898,3622,2833,2020-04-06,Order,c39,Pinterest,63,39
1008935,c43,4255,3963,4284,2020-03-01,Order,c42,Pinterest,43,42
1008936,c24,3268,2866,4028,2020-06-04,Order,c57,Snapchat,24,57
1008937,c69,4089,3465,3673,2020-11-16,Order,c43,Facebook,69,43
1008938,c42,3673,3064,4434,2020-05-28,Order,c20,TikTok,42,20
1008939,c93,4694,4108,3093,2020-08-10,Order,c60,TikTok,93,60
1008940,c56,4957,4507,2852,2020-03-26,Order,c4,TikTok,56,4
1008941,c9,3137,3294,3029,2020-08-20,Order,c60,TikTok,9,60
1008942,c29,4060,3848,3048,2020-12-28,Order,c40,Facebook,29,40
1008943,c18,2926,4193,4298,2020-08-31,Order,c70,Pinterest,18,70
1008944,c16,2977,4173,3248,2020-12-27,Order,c22,Snapchat,16,22
1008945,c89,3042,3659,2903,2020-12-06,Order,c19,Twitter,89,19
1008946,c89,3779,4846,3366,2020-11-05,Order,c5,TikTok,89,5
1008947,c79,4099,4400,4060,2020-05-16,Order,c46,Pinterest,79,46
1008948,c35,4956,3618,4566,2020-12-09,Order,c68,Snapchat,35,68
1008949,c66,2766,4047,4018,2020-08-24,Order,c61,Pinterest,66,61
1008950,c83,4173,3006,4025,2020-02-12,Order,c29,Instagram,83,29
1008951,c42,3671,4348,4355,2020-03-07,Order,c58,Twitter,42,58
1008952,c34,4453,4996,3981,2020-03-28,Order,c45,TikTok,34,45
1008953,c82,3137,4051,4228,2020-05-04,Order,c17,TikTok,82,17
1008954,c20,4466,3483,4933,2020-01-06,Order,c54,Snapchat,20,54
1008955,c5,4335,3728,4690,2020-02-10,Order,c33,Youtube,5,33
1008956,c43,3669,3939,3714,2020-09-30,Order,c69,Youtube,43,69
1008957,c98,4887,3912,4724,2020-05-31,Order,c35,Pinterest,98,35
1008958,c28,3878,4138,3387,2020-02-07,Order,c35,Snapchat,28,35
1008959,c55,3688,2564,4648,2020-03-11,Order,c40,Facebook,55,40
1008960,c18,4581,4700,2782,2020-03-16,Order,c16,Pinterest,18,16
1008961,c7,3063,4114,2719,2020-07-20,Order,c56,Snapchat,7,56
1008962,c93,3848,3114,2789,2020-07-02,Order,c40,Instagram,93,40
1008963,c74,4823,3182,4055,2020-03-06,Order,c26,Facebook,74,26
1008964,c99,4094,4273,2956,2020-08-06,Order,c47,Facebook,99,47
1008965,c4,4322,4834,3273,2020-04-22,Order,c14,Pinterest,4,14
1008966,c96,4093,3954,3854,2020-06-15,Order,c11,Youtube,96,11
1008967,c53,3001,3802,2754,2020-02-12,Order,c17,Pinterest,53,17
1008968,c89,3156,4597,2538,2020-04-01,Order,c65,Snapchat,89,65
1008969,c67,3773,2647,3822,2020-12-27,Order,c43,Pinterest,67,43
1008970,c77,3237,4044,2803,2020-06-18,Order,c23,Facebook,77,23
1008971,c23,3634,4895,4706,2020-04-20,Order,c22,Snapchat,23,22
1008972,c33,4985,4694,3789,2020-11-07,Order,c57,Youtube,33,57
1008973,c24,4017,4352,4640,2020-07-29,Order,c19,Snapchat,24,19
1008974,c23,3532,2615,3628,2020-09-25,Order,c17,Facebook,23,17
1008975,c51,4658,3689,4700,2020-09-13,Order,c7,Pinterest,51,7
1008976,c100,4057,4600,2578,2020-08-30,Order,c46,Twitter,100,46
1008977,c93,4570,2544,4240,2020-08-19,Order,c49,Snapchat,93,49
1008978,c79,2797,4329,4656,2020-06-22,Order,c3,Facebook,79,3
1008979,c78,3783,3550,2965,2020-04-09,Order,c15,Snapchat,78,15
1008980,c74,2593,3863,4205,2020-07-19,Order,c32,Twitter,74,32
1008981,c21,4290,2989,4046,2020-11-20,Order,c18,Facebook,21,18
1008982,c20,4086,4238,3344,2020-08-23,Order,c31,Youtube,20,31
1008983,c74,3290,4222,4590,2020-01-04,Order,c59,Facebook,74,59
1008984,c19,2578,3539,2542,2020-01-09,Order,c41,Instagram,19,41
1008985,c64,4241,3758,3169,2020-09-24,Order,c68,Pinterest,64,68
1008986,c71,4071,3438,2686,2020-05-30,Order,c70,Facebook,71,70
1008987,c68,3504,4572,4645,2020-07-15,Order,c38,TikTok,68,38
1008988,c61,4638,4779,4161,2020-04-12,Order,c49,Facebook,61,49
1008989,c81,4970,3038,3015,2020-05-15,Order,c11,Instagram,81,11
1008990,c49,3353,3546,4119,2020-06-22,Order,c38,TikTok,49,38
1008991,c8,4122,4795,4920,2020-05-27,Order,c1,Snapchat,8,1
1008992,c24,3184,3122,3288,2020-12-20,Order,c36,Snapchat,24,36
1008993,c96,3299,3236,3504,2020-08-27,Order,c52,Youtube,96,52
1008994,c39,3297,4851,3459,2020-09-23,Order,c41,TikTok,39,41
1008995,c33,2892,3014,3590,2020-01-09,Order,c42,Facebook,33,42
1008996,c20,4596,3676,3983,2020-07-02,Order,c8,Youtube,20,8
1008997,c16,4498,4858,3742,2020-07-09,Order,c68,Snapchat,16,68
1008998,c66,4913,3262,4979,2020-01-02,Order,c18,Snapchat,66,18
1008999,c41,4596,3287,3065,2020-06-17,Order,c57,Snapchat,41,57
1009000,c85,4253,3712,4559,2020-07-22,Order,c53,Pinterest,85,53
1009001,c44,4782,2921,3414,2020-04-03,Order,c7,Pinterest,44,7
1009002,c47,2638,3113,4226,2020-01-02,Order,c40,TikTok,47,40
1009003,c76,4500,4067,3935,2020-06-22,Order,c48,Instagram,76,48
1009004,c55,3838,4515,3491,2020-03-25,Order,c3,Instagram,55,3
1009005,c62,4103,3376,4947,2020-03-23,Order,c8,Facebook,62,8
1009006,c61,2616,2816,3028,2020-07-11,Order,c21,Facebook,61,21
1009007,c44,2808,4532,3215,2020-04-22,Order,c59,Facebook,44,59
1009008,c15,2907,3619,3457,2020-11-02,Order,c57,Pinterest,15,57
1009009,c92,4856,4299,3547,2020-11-26,Order,c66,Twitter,92,66
1009010,c73,4178,2713,3712,2020-06-24,Order,c64,TikTok,73,64
1009011,c20,4235,4378,3284,2020-08-09,Order,c30,Pinterest,20,30
1009012,c42,3445,3139,3075,2020-01-06,Order,c31,TikTok,42,31
1009013,c37,4289,4833,2585,2020-11-21,Order,c65,Twitter,37,65
1009014,c84,2883,4733,3523,2020-06-14,Order,c1,Snapchat,84,1
1009015,c17,4445,3963,3309,2020-05-30,Order,c50,Youtube,17,50
1009016,c88,2776,4145,4219,2020-09-14,Order,c59,Youtube,88,59
1009017,c20,3114,4380,2845,2020-11-07,Order,c62,TikTok,20,62
1009018,c51,3083,4337,2891,2020-08-27,Order,c10,Twitter,51,10
1009019,c64,4031,3214,3555,2020-05-02,Order,c64,Instagram,64,64
1009020,c64,4967,3432,3439,2020-08-13,Order,c14,Pinterest,64,14
1009021,c90,3208,2820,2687,2020-10-21,Order,c3,Pinterest,90,3
1009022,c92,3379,4779,4794,2020-04-30,Order,c13,TikTok,92,13
1009023,c25,4079,4397,4905,2020-10-24,Order,c5,Instagram,25,5
1009024,c35,2628,2817,3329,2020-01-08,Order,c67,Instagram,35,67
1009025,c45,4415,2779,3900,2020-01-25,Order,c67,Pinterest,45,67
1009026,c55,3306,3493,4754,2020-12-28,Order,c60,TikTok,55,60
1009027,c10,3707,4664,3179,2020-02-27,Order,c34,TikTok,10,34
1009028,c36,3875,3100,2940,2020-10-19,Order,c5,Instagram,36,5
1009029,c6,4977,4510,3710,2020-01-29,Order,c2,Twitter,6,2
1009030,c88,3097,3015,3695,2020-09-10,Order,c41,Youtube,88,41
1009031,c96,3270,4515,3622,2020-07-12,Order,c69,TikTok,96,69
1009032,c57,3399,3110,4746,2020-07-24,Order,c36,TikTok,57,36
1009033,c93,2696,2735,4622,2020-12-25,Order,c32,Facebook,93,32
1009034,c57,2735,4386,4861,2020-08-07,Order,c4,Youtube,57,4
1009035,c67,2905,2616,3450,2020-06-05,Order,c63,Pinterest,67,63
1009036,c22,3704,2994,3917,2020-04-09,Order,c34,Pinterest,22,34
1009037,c59,4015,3766,3583,2020-04-04,Order,c4,TikTok,59,4
1009038,c34,4595,2885,4353,2020-05-09,Order,c36,Facebook,34,36
1009039,c44,4396,3732,3291,2020-05-02,Order,c11,Pinterest,44,11
1009040,c90,4098,3721,3792,2020-04-06,Order,c21,Youtube,90,21
1009041,c71,3034,4272,4558,2020-10-23,Order,c5,Pinterest,71,5
1009042,c48,4373,3503,4324,2020-08-20,Order,c57,Snapchat,48,57
1009043,c79,2981,2582,4617,2020-05-23,Order,c50,Snapchat,79,50
1009044,c90,4077,2887,4256,2020-09-28,Order,c38,Twitter,90,38
1009045,c11,4905,3601,3579,2020-11-01,Order,c55,Facebook,11,55
1009046,c82,4700,2659,2674,2020-10-11,Order,c45,Snapchat,82,45
1009047,c76,3288,2825,3918,2020-03-04,Order,c15,Pinterest,76,15
1009048,c71,2936,3515,4135,2020-08-22,Order,c28,Snapchat,71,28
1009049,c45,2530,4920,4589,2020-06-19,Order,c40,Instagram,45,40
1009050,c40,2767,4778,4095,2020-06-20,Order,c30,Youtube,40,30
1009051,c11,3145,3100,4925,2020-05-23,Order,c18,Facebook,11,18
1009052,c42,4301,3059,3340,2020-07-26,Order,c38,Facebook,42,38
1009053,c58,3753,2760,3762,2020-03-07,Order,c18,Instagram,58,18
1009054,c33,3259,4880,4708,2020-06-17,Order,c4,Pinterest,33,4
1009055,c16,4926,4458,3556,2020-09-05,Order,c10,Youtube,16,10
1009056,c38,3051,4730,4320,2020-03-22,Order,c16,Twitter,38,16
1009057,c91,3581,2537,3335,2020-07-01,Order,c39,Snapchat,91,39
1009058,c86,4873,4267,4612,2020-04-06,Order,c57,TikTok,86,57
1009059,c28,3775,2579,4828,2020-06-07,Order,c21,Twitter,28,21
1009060,c61,3384,4706,4041,2020-06-03,Order,c49,Snapchat,61,49
1009061,c77,3440,4265,4787,2020-01-20,Order,c51,Facebook,77,51
1009062,c49,2817,3924,3661,2020-09-14,Order,c32,Snapchat,49,32
1009063,c69,3667,2937,4559,2020-12-14,Order,c15,Instagram,69,15
1009064,c61,4113,3453,2548,2020-03-06,Order,c23,Pinterest,61,23
1009065,c92,3161,4841,3130,2020-10-18,Order,c59,Snapchat,92,59
1009066,c75,4922,2502,4594,2020-04-10,Order,c16,Instagram,75,16
1009067,c49,2595,2789,2753,2020-07-17,Order,c27,Pinterest,49,27
1009068,c83,4366,3360,3725,2020-02-09,Order,c68,TikTok,83,68
1009069,c47,2943,3046,3283,2020-03-07,Order,c8,TikTok,47,8
1009070,c93,3241,3275,3169,2020-04-24,Order,c37,Pinterest,93,37
1009071,c96,4195,2997,3917,2020-06-06,Order,c59,Snapchat,96,59
1009072,c11,4250,3672,2682,2020-07-17,Order,c49,Snapchat,11,49
1009073,c24,2685,4662,4719,2020-01-22,Order,c64,Youtube,24,64
1009074,c63,4412,2965,3637,2020-06-24,Order,c64,Snapchat,63,64
1009075,c69,4251,2726,3226,2020-04-27,Order,c46,Snapchat,69,46
1009076,c62,3516,2954,4237,2020-07-22,Order,c56,Facebook,62,56
1009077,c1,2867,3992,2845,2020-03-27,Order,c9,Twitter,1,9
1009078,c28,3932,3190,4133,2020-07-18,Order,c49,Snapchat,28,49
1009079,c22,2793,4541,3602,2020-08-23,Order,c46,Youtube,22,46
1009080,c88,3227,3194,3948,2020-05-17,Order,c51,Snapchat,88,51
1009081,c9,3125,2652,4264,2020-02-06,Order,c32,Facebook,9,32
1009082,c62,4997,4016,4455,2020-05-16,Order,c10,Instagram,62,10
1009083,c94,3621,3046,3019,2020-01-27,Order,c4,TikTok,94,4
1009084,c93,4793,3197,3552,2020-03-11,Order,c24,Instagram,93,24
1009085,c75,3885,2904,4471,2020-09-18,Order,c21,Youtube,75,21
1009086,c30,3923,2529,4774,2020-12-24,Order,c28,Facebook,30,28
1009087,c17,4067,4543,4983,2020-11-28,Order,c40,Youtube,17,40
1009088,c54,3761,4422,4365,2020-06-26,Order,c7,Twitter,54,7
1009089,c6,4691,3252,3558,2020-07-05,Order,c31,Instagram,6,31
1009090,c68,2941,2808,3890,2020-06-08,Order,c45,Facebook,68,45
1009091,c10,3837,3610,3793,2020-08-29,Order,c38,Facebook,10,38
1009092,c77,3708,3886,2741,2020-01-23,Order,c60,Instagram,77,60
1009093,c7,4510,2633,3973,2020-04-13,Order,c21,Twitter,7,21
1009094,c45,4254,2769,3499,2020-11-09,Order,c60,Instagram,45,60
1009095,c38,3920,3373,3881,2020-12-25,Order,c6,Youtube,38,6
1009096,c85,3777,4286,3523,2020-03-02,Order,c21,Instagram,85,21
1009097,c17,4053,3523,3298,2020-12-14,Order,c66,Facebook,17,66
1009098,c47,2790,4213,3572,2020-12-11,Order,c33,Instagram,47,33
1009099,c86,3060,3585,2661,2020-04-05,Order,c36,Youtube,86,36
1009100,c95,4169,2820,3329,2020-10-12,Order,c38,Instagram,95,38
1009101,c1,3674,2668,3773,2020-08-30,Order,c19,Facebook,1,19
1009102,c4,3663,4995,2684,2020-08-17,Order,c30,Twitter,4,30
1009103,c11,3670,2876,4261,2020-01-15,Order,c33,Pinterest,11,33
1009104,c32,3833,3624,2699,2020-07-06,Order,c39,TikTok,32,39
1009105,c97,3115,3235,2704,2020-07-31,Order,c45,TikTok,97,45
1009106,c85,2897,3317,4936,2020-05-23,Order,c16,Twitter,85,16
1009107,c68,4291,3236,4667,2020-07-02,Order,c17,Snapchat,68,17
1009108,c57,4554,3798,4505,2020-01-29,Order,c31,Twitter,57,31
1009109,c64,4870,4178,4286,2020-04-17,Order,c15,Pinterest,64,15
1009110,c16,4841,2706,4185,2020-10-31,Order,c40,Snapchat,16,40
1009111,c21,3553,3009,4212,2020-02-27,Order,c65,Snapchat,21,65
1009112,c67,3964,3127,4740,2020-05-25,Order,c24,Pinterest,67,24
1009113,c85,3506,3205,4452,2020-06-21,Order,c36,Pinterest,85,36
1009114,c22,4476,3594,3551,2020-01-11,Order,c23,Pinterest,22,23
1009115,c60,4476,4568,4245,2020-06-14,Order,c65,Pinterest,60,65
1009116,c47,3595,2700,3384,2020-04-23,Order,c36,Pinterest,47,36
1009117,c73,4498,2558,3042,2020-06-18,Order,c1,Youtube,73,1
1009118,c70,3300,3108,3910,2020-09-23,Order,c56,Pinterest,70,56
1009119,c45,4759,2898,4126,2020-05-22,Order,c58,Youtube,45,58
1009120,c25,2840,3528,3764,2020-07-01,Order,c30,TikTok,25,30
1009121,c38,3798,4245,4692,2020-04-19,Order,c55,TikTok,38,55
1009122,c84,4393,4092,4529,2020-01-18,Order,c1,Pinterest,84,1
1009123,c67,3975,3714,3952,2020-07-19,Order,c42,Twitter,67,42
1009124,c17,4688,3657,4883,2020-07-01,Order,c28,Instagram,17,28
1009125,c85,3505,2861,2836,2020-06-07,Order,c14,TikTok,85,14
1009126,c72,2771,3681,3610,2020-04-16,Order,c43,TikTok,72,43
1009127,c35,3517,2616,3787,2020-01-19,Order,c45,Facebook,35,45
1009128,c17,4282,4257,3495,2020-05-09,Order,c64,Instagram,17,64
1009129,c67,4655,2925,2967,2020-04-09,Order,c5,Facebook,67,5
1009130,c6,2835,3288,4100,2020-06-15,Order,c36,Snapchat,6,36
1009131,c21,3596,2521,3138,2020-06-07,Order,c9,Snapchat,21,9
1009132,c47,3496,4214,4629,2020-12-27,Order,c63,Instagram,47,63
1009133,c1,3309,3117,3689,2020-11-18,Order,c5,Snapchat,1,5
1009134,c15,4582,2646,4768,2020-07-17,Order,c54,Snapchat,15,54
1009135,c5,2623,2803,2691,2020-10-29,Order,c69,Snapchat,5,69
1009136,c100,4994,3067,3028,2020-07-26,Order,c23,Instagram,100,23
1009137,c9,3819,2608,4944,2020-04-19,Order,c67,TikTok,9,67
1009138,c42,3167,2640,4232,2020-02-19,Order,c53,Facebook,42,53
1009139,c7,3346,3231,3683,2020-01-26,Order,c2,Youtube,7,2
1009140,c83,4904,3021,3641,2020-05-20,Order,c18,Snapchat,83,18
1009141,c14,3084,3868,3133,2020-07-29,Order,c70,Instagram,14,70
1009142,c3,4077,3204,2544,2020-03-09,Order,c48,Facebook,3,48
1009143,c29,3813,3262,3608,2020-03-23,Order,c38,TikTok,29,38
1009144,c43,4496,4457,3799,2020-11-20,Order,c32,Pinterest,43,32
1009145,c57,3314,4384,3952,2020-03-30,Order,c63,Facebook,57,63
1009146,c96,4379,2935,4044,2020-07-12,Order,c21,Facebook,96,21
1009147,c55,2575,3005,3020,2020-04-10,Order,c45,Twitter,55,45
1009148,c72,4529,3618,4642,2020-05-23,Order,c44,Snapchat,72,44
1009149,c82,3562,3581,4544,2020-05-06,Order,c5,Pinterest,82,5
1009150,c42,4519,3451,4423,2020-11-18,Order,c12,Facebook,42,12
1009151,c64,2584,4845,3790,2020-05-31,Order,c50,Snapchat,64,50
1009152,c20,3984,4452,4174,2020-10-23,Order,c37,Twitter,20,37
1009153,c73,3350,3062,4879,2020-04-02,Order,c10,Snapchat,73,10
1009154,c65,3391,4348,3610,2020-03-09,Order,c18,Youtube,65,18
1009155,c55,3135,3978,4494,2020-12-28,Order,c3,Instagram,55,3
1009156,c44,4692,2846,2773,2020-10-22,Order,c21,Twitter,44,21
1009157,c35,4782,4205,3593,2020-06-06,Order,c7,Snapchat,35,7
1009158,c89,3437,4151,3600,2020-09-11,Order,c34,Pinterest,89,34
1009159,c63,3568,4954,4029,2020-04-16,Order,c21,Youtube,63,21
1009160,c77,3866,3489,2830,2020-07-12,Order,c28,Instagram,77,28
1009161,c87,4754,4926,2683,2020-12-02,Order,c59,Facebook,87,59
1009162,c59,4474,4722,4814,2020-01-18,Order,c21,Pinterest,59,21
1009163,c66,4032,3947,4904,2020-06-05,Order,c62,Twitter,66,62
1009164,c69,4430,2996,4562,2020-05-22,Order,c51,Instagram,69,51
1009165,c71,4077,3472,2572,2020-01-08,Order,c29,TikTok,71,29
1009166,c25,3348,3471,3297,2020-03-28,Order,c62,Instagram,25,62
1009167,c47,2617,2638,2840,2020-04-25,Order,c46,Youtube,47,46
1009168,c10,3424,4709,3640,2020-07-20,Order,c55,TikTok,10,55
1009169,c49,4852,3328,3995,2020-08-26,Order,c49,Snapchat,49,49
1009170,c61,3252,2899,4612,2020-11-04,Order,c46,Facebook,61,46
1009171,c42,3687,2518,2800,2020-01-02,Order,c3,Youtube,42,3
1009172,c64,4164,2883,3528,2020-08-02,Order,c39,Pinterest,64,39
1009173,c88,4362,2607,3528,2020-04-30,Order,c23,Pinterest,88,23
1009174,c89,3272,4429,3876,2020-01-04,Order,c57,Twitter,89,57
1009175,c93,3835,2564,2512,2020-11-27,Order,c53,Snapchat,93,53
1009176,c32,4494,4260,3570,2020-11-21,Order,c2,Youtube,32,2
1009177,c98,2906,2880,3822,2020-04-19,Order,c9,Youtube,98,9
1009178,c69,3853,2611,3361,2020-06-13,Order,c48,Instagram,69,48
1009179,c80,3082,2506,2894,2020-08-07,Order,c12,Twitter,80,12
1009180,c69,3464,2863,2685,2020-01-26,Order,c66,Pinterest,69,66
1009181,c73,4777,3898,3625,2020-09-06,Order,c44,Pinterest,73,44
1009182,c29,3413,4028,3641,2020-06-17,Order,c47,Pinterest,29,47
1009183,c26,4984,3887,3972,2020-12-02,Order,c18,Snapchat,26,18
1009184,c51,3686,4189,2933,2020-02-06,Order,c22,Youtube,51,22
1009185,c20,4658,3089,4504,2020-06-25,Order,c44,Pinterest,20,44
1009186,c62,4548,4411,2767,2020-01-04,Order,c30,Facebook,62,30
1009187,c3,3212,4754,4273,2020-09-03,Order,c46,TikTok,3,46
1009188,c1,4546,3687,3288,2020-10-01,Order,c30,Twitter,1,30
1009189,c62,3547,3302,2899,2020-01-20,Order,c39,Instagram,62,39
1009190,c52,3763,2938,3941,2020-06-10,Order,c6,Youtube,52,6
1009191,c91,3161,4763,4891,2020-06-20,Order,c6,TikTok,91,6
1009192,c30,4037,3121,4522,2020-07-23,Order,c26,Youtube,30,26
1009193,c7,4177,4997,4486,2020-07-17,Order,c24,Twitter,7,24
1009194,c1,2690,4068,3726,2020-09-25,Order,c10,Snapchat,1,10
1009195,c42,4903,4165,4235,2020-04-22,Order,c2,Snapchat,42,2
1009196,c21,4812,4673,3986,2020-05-22,Order,c55,Instagram,21,55
1009197,c70,2861,4417,3901,2020-09-20,Order,c64,TikTok,70,64
1009198,c34,2525,4301,2883,2020-10-14,Order,c56,Pinterest,34,56
1009199,c77,2915,4446,3210,2020-10-03,Order,c20,Pinterest,77,20
1009200,c73,4624,4979,4543,2020-03-06,Order,c63,Pinterest,73,63
1009201,c89,3981,4050,4781,2020-12-04,Order,c18,Snapchat,89,18
1009202,c26,3324,2728,4029,2020-01-15,Order,c26,TikTok,26,26
1009203,c98,4770,4427,3975,2020-02-24,Order,c26,Youtube,98,26
1009204,c35,4302,2844,3376,2020-04-27,Order,c35,Youtube,35,35
1009205,c37,3087,3759,4262,2020-08-23,Order,c48,Instagram,37,48
1009206,c1,2904,2742,2690,2020-09-06,Order,c32,Facebook,1,32
1009207,c8,3261,2793,4308,2020-08-31,Order,c64,Snapchat,8,64
1009208,c53,2633,4757,4021,2020-12-20,Order,c70,Twitter,53,70
1009209,c46,3941,4990,2647,2020-01-13,Order,c65,TikTok,46,65
1009210,c8,4782,4786,3088,2020-05-18,Order,c1,Youtube,8,1
1009211,c21,3126,2687,4063,2020-01-15,Order,c22,Snapchat,21,22
1009212,c69,3530,4040,3716,2020-11-27,Order,c8,Snapchat,69,8
1009213,c94,4429,3200,3290,2020-12-19,Order,c37,Snapchat,94,37
1009214,c55,3759,2650,2686,2020-01-27,Order,c28,Snapchat,55,28
1009215,c78,2799,3172,4461,2020-11-22,Order,c5,Twitter,78,5
1009216,c92,3390,3792,3223,2020-03-11,Order,c52,Pinterest,92,52
1009217,c23,3843,4799,3274,2020-05-14,Order,c1,Instagram,23,1
1009218,c57,3999,4502,4988,2020-02-26,Order,c62,Facebook,57,62
1009219,c47,3940,4434,3524,2020-05-09,Order,c33,TikTok,47,33
1009220,c82,3011,4296,2865,2020-05-08,Order,c45,Twitter,82,45
1009221,c86,3461,3098,4030,2020-04-13,Order,c64,Youtube,86,64
1009222,c90,3461,3415,2992,2020-06-29,Order,c32,Facebook,90,32
1009223,c26,4453,3689,3910,2020-07-03,Order,c30,Pinterest,26,30
1009224,c86,3173,3968,2711,2020-05-04,Order,c19,Snapchat,86,19
1009225,c98,4313,3999,4870,2020-08-14,Order,c7,Pinterest,98,7
1009226,c49,2638,3650,4669,2020-06-14,Order,c22,Youtube,49,22
1009227,c20,3738,4733,3898,2020-12-12,Order,c33,Twitter,20,33
1009228,c95,4527,4150,3537,2020-01-20,Order,c3,Facebook,95,3
1009229,c42,3961,4643,3066,2020-11-06,Order,c38,Pinterest,42,38
1009230,c26,3826,3379,4030,2020-06-26,Order,c16,Youtube,26,16
1009231,c28,3165,3061,2770,2020-09-11,Order,c17,Instagram,28,17
1009232,c69,3793,4175,3528,2020-04-25,Order,c18,Twitter,69,18
1009233,c12,3671,4589,3681,2020-07-25,Order,c29,Instagram,12,29
1009234,c33,4994,3734,3866,2020-02-22,Order,c31,Facebook,33,31
1009235,c88,3320,2586,3404,2020-03-12,Order,c22,Facebook,88,22
1009236,c72,4613,3273,4479,2020-08-08,Order,c27,Instagram,72,27
1009237,c49,4428,4929,4448,2020-06-13,Order,c11,TikTok,49,11
1009238,c51,4989,3250,3390,2020-01-23,Order,c36,Instagram,51,36
1009239,c47,3834,4093,4795,2020-07-04,Order,c3,Facebook,47,3
1009240,c14,4438,4132,3093,2020-07-29,Order,c9,Twitter,14,9
1009241,c14,4159,2796,4099,2020-02-06,Order,c46,Snapchat,14,46
1009242,c42,4198,4375,2544,2020-01-05,Order,c58,Snapchat,42,58
1009243,c19,2556,4820,4879,2020-10-11,Order,c7,Pinterest,19,7
1009244,c47,4072,4484,4546,2020-01-31,Order,c36,Youtube,47,36
1009245,c94,3667,3474,3567,2020-02-13,Order,c6,TikTok,94,6
1009246,c25,4058,3704,4120,2020-03-13,Order,c56,Twitter,25,56
1009247,c18,3451,2703,2840,2020-01-17,Order,c60,Twitter,18,60
1009248,c94,4361,4111,2807,2020-12-09,Order,c50,Facebook,94,50
1009249,c19,4583,2953,4571,2020-10-03,Order,c68,Twitter,19,68
1009250,c99,3296,2778,4862,2020-05-21,Order,c53,Instagram,99,53
1009251,c82,3371,3891,2718,2020-08-03,Order,c14,Instagram,82,14
1009252,c51,3790,4562,2945,2020-01-12,Order,c41,Instagram,51,41
1009253,c97,2757,3177,4621,2020-07-06,Order,c33,Snapchat,97,33
1009254,c66,3662,3757,3458,2020-05-02,Order,c69,TikTok,66,69
1009255,c13,2946,2890,2555,2020-01-15,Order,c53,Snapchat,13,53
1009256,c25,3695,2594,3702,2020-07-04,Order,c44,Facebook,25,44
1009257,c69,3997,2979,3898,2020-12-17,Order,c22,Youtube,69,22
1009258,c66,2974,2643,2912,2020-06-29,Order,c19,Instagram,66,19
1009259,c8,3687,4784,2915,2020-06-21,Order,c53,Youtube,8,53
1009260,c23,4445,4796,2898,2020-12-05,Order,c22,Snapchat,23,22
1009261,c13,4236,3673,3389,2020-10-04,Order,c50,Instagram,13,50
1009262,c51,4952,3822,4253,2020-06-22,Order,c53,Pinterest,51,53
1009263,c76,2765,3991,4967,2020-06-05,Order,c1,TikTok,76,1
1009264,c83,4068,3750,4658,2020-02-29,Order,c13,TikTok,83,13
1009265,c89,2688,3066,4469,2020-04-15,Order,c47,Instagram,89,47
1009266,c57,3183,3925,3425,2020-10-24,Order,c56,TikTok,57,56
1009267,c67,4095,2714,3354,2020-07-04,Order,c58,Pinterest,67,58
1009268,c20,4939,2562,4308,2020-06-21,Order,c67,TikTok,20,67
1009269,c97,3304,3656,3758,2020-04-30,Order,c17,Facebook,97,17
1009270,c72,3971,3483,3741,2020-11-11,Order,c47,TikTok,72,47
1009271,c45,2611,3576,3764,2020-10-03,Order,c51,Youtube,45,51
1009272,c71,4085,2933,4327,2020-01-01,Order,c14,Instagram,71,14
1009273,c95,4373,4327,3138,2020-10-14,Order,c61,Instagram,95,61
1009274,c1,4842,3455,3509,2020-05-13,Order,c35,Facebook,1,35
1009275,c26,2711,3326,3958,2020-12-11,Order,c47,Snapchat,26,47
1009276,c42,3448,4799,3769,2020-05-03,Order,c51,Snapchat,42,51
1009277,c95,4537,4962,4440,2020-08-28,Order,c64,Facebook,95,64
1009278,c49,4234,4436,3046,2020-07-23,Order,c60,TikTok,49,60
1009279,c30,4670,4627,3515,2020-05-15,Order,c70,Facebook,30,70
1009280,c56,3590,4165,4011,2020-07-25,Order,c47,Twitter,56,47
1009281,c25,4187,3075,3295,2020-01-23,Order,c7,TikTok,25,7
1009282,c34,3224,2783,3929,2020-02-20,Order,c53,Twitter,34,53
1009283,c20,3001,4936,4175,2020-06-29,Order,c54,TikTok,20,54
1009284,c3,3151,2585,4203,2020-07-08,Order,c39,Twitter,3,39
1009285,c57,2522,4693,3343,2020-09-05,Order,c45,Instagram,57,45
1009286,c66,2851,3441,2850,2020-10-07,Order,c45,Pinterest,66,45
1009287,c48,3671,4823,2719,2020-08-22,Order,c41,Snapchat,48,41
