id,name,price,wprice
16041,Design: Subtle Dawnstone,30.17,22.6275
16042,Design: Flashing Living Ruby,38.71,29.0325
16043,Design: Solid Star of Elune,140.33,105.2475
16044,Design: Sparkling Star of Elune,58.67,44.0025
16045,Design: Sparkling Star of Elune,56.2,42.15
16046,Design: Stormy Star of Elune,220,165
16047,Design: Brilliant Living Ruby,63,47.25
16048,Design: Smooth Dawnstone,53,39.75
16049,Design: Rigid Star of Elune,35,26.25
16050,Design: Smooth Dawnstone,2.2,1.65
16051,Design: Subtle Dawnstone,76.2,57.15
16052,Design: Mystic Dawnstone,23.38,17.535
16053,Design: Sovereign Nightseye,224.5,168.375
16054,Design: Shifting Nightseye,111,83.25
16055,Design: Timeless Nightseye,26,19.5
16056,Design: Purified Nightseye,24,18
16057,Design: Inscribed Noble Topaz,303,227.25
16058,Design: Potent Noble Topaz,42.5,31.875
16059,Design: Reckless Noble Topaz,90,67.5
16060,Design: Glinting Nightseye,7.2,5.4
16061,Design: Regal Talasite,54.6,40.95
16062,Design: Radiant Talasite,153.67,115.2525
16063,Design: Purified Nightseye,4.22,3.165
16064,Design: Jagged Talasite,44.8,33.6
16065,Bundle of Dragon Bones,5.67,4.2525
16066,The Shadowfoot Stabber,33.2,24.9
16067,Crate of Bloodforged Ingots,31.5,23.625
16068,Blood of the Wrathful,15.7,11.775
16069,Blood Knight Insignia,59.67,44.7525
16070,Soft Leather Belt,69.8,52.35
16071,Velen's Orders,46.17,34.6275
16072,Discarded Nutriment,58.71,44.0325
16073,Medical Supplies,23.63,17.7225
16074,Galaen's Journal,37,27.75
16075,Mushroom Sample,92,69
16076,Crate of Materials,20.5,15.375
16077,Box of Mushrooms,19,14.25
16078,Green Chain Belt,4.67,3.5025
16079,Adamantite Powder,124.75,93.5625
16080,Glowcap,46,34.5
16081,Sanguine Hibiscus,72.67,54.5025
16082,Underspore Frond,3.83,2.8725
16083,Brain of the Black Stalker,16.6,12.45
16084,Unyielding Bracers,137.33,102.9975
16085,Bracers of Havok,61.43,46.0725
16086,Blackstrike Bracers,15,11.25
16087,Cloak of the Black Void,9.22,6.915
16088,Cloak of Eternity,14,10.5
16089,White Remedy Cape,443,332.25
16090,Unyielding Girdle,43.43,32.5725
16091,Girdle of Ruination,67.25,50.4375
16092,Black Belt of Knowledge,112.67,84.5025
16093,Resolute Cape,37.44,28.08
16094,Vengeance Wrap,31.4,23.55
16095,Manaweave Cloak,52.75,39.5625
16096,Whitemend Pants,1.75,1.3125
16097,Spellstrike Pants,47.29,35.4675
16098,Battlecast Pants,189.5,142.125
16099,Whitemend Hood,28.6,21.45
16100,Old Spellstrike Hood,15.8,11.85
16101,Spellstrike Hood,0.67,0.5025
16102,Battlecast Hood,26.33,19.7475
16103,Netherweave Net,397,297.75
16104,Heavy Netherweave Net,13.25,9.9375
16105,Bag of Jewels,19.67,14.7525
16106,Spellcloth,35.43,26.5725
16107,Shadowcloth,291,218.25
16108,Mystic Spellthread,27.75,20.8125
16109,Runic Spellthread,30.89,23.1675
16110,Silver Spellthread,154.33,115.7475
16111,Golden Spellthread,3.25,2.4375
16112,Flare Gun,197,147.75
16113,Vicious Teromoth Sample,95.6,71.7
16114,Naga Claws,209.5,157.125
16115,Tyr's Hand Holy Water,201,150.75
16116,Crepuscular Powder,118.75,89.0625
16117,Arcane Catalyst,115.5,86.625
16118,Extinguishing Mixture,41.1,30.825
16119,Chrono-Beacon,39.14,29.355
16120,Mature Spore Sac,138.33,103.7475
16121,Bog Lord Tendril,72,54
16122,Pattern: Mystic Spellthread,43,32.25
16123,Pattern: Silver Spellthread,44.1,33.075
16124,Pattern: Runic Spellthread,49.5,37.125
16125,Pattern: Golden Spellthread,14.11,10.5825
16126,Pattern: Unyielding Bracers,96.5,72.375
16127,Pattern: Bracers of Havok,85,63.75
16128,Pattern: Blackstrike Bracers,48.57,36.4275
16129,Pattern: Cloak of the Black Void,396,297
16130,Pattern: Cloak of Eternity,82.33,61.7475
16131,Pattern: White Remedy Cape,17.57,13.1775
16132,Pattern: Unyielding Girdle,64,48
16133,Pattern: Girdle of Ruination,20.75,15.5625
16134,Pattern: Black Belt of Knowledge,81.17,60.8775
16135,Pattern: Resolute Cape,71,53.25
16136,Pattern: Vengeance Wrap,234.5,175.875
16137,Pattern: Manaweave Cloak,8.8,6.6
16138,Pattern: Whitemend Pants,215,161.25
16139,Pattern: Spellstrike Pants,324,243
16140,Pattern: Battlecast Pants,0.33,0.2475
16141,Pattern: Whitemend Hood,47.5,35.625
16142,Pattern: Spellstrike Hood,76.5,57.375
16143,Pattern: Battlecast Hood,66.57,49.9275
16144,Pattern: Bag of Jewels,14.8,11.1
16145,Pattern: Heavy Netherweave Net,13,9.75
16146,Pattern: Spellcloth,235,176.25
16147,Bloodmyst Water Sample,12,9
16148,Water Sample Flask,98,73.5
16149,Translated Sunhawk Missive,170.5,127.875
16150,Drain Schematics,59,44.25
16151,Wheel of the Lost Hope,118.5,88.875
16152,Orb of Returning,31.13,23.3475
16153,Fireproof Satchel,34.33,25.7475
16154,Deactivating Jewel,2.38,1.785
16155,Hellfire Spineleaf,82,61.5
16156,Stung,313,234.75
16157,Vandril's Hand Me Down Pants,390,292.5
16158,Fortified Oven Mitts,23.22,17.415
16159,Stillpine Shocker,10.5,7.875
16160,The Thumper,16.22,12.165
16161,Tabard of the Hand,66.14,49.605
16162,Robe of the Dragon Slayer,63.29,47.4675
16163,Vest of the Dragon Slayer,18.4,13.8
16164,Tunic of the Dragon Slayer,59.4,44.55
16165,Signet Ring of the Hand,12.56,9.42
16166,Signet Ring of the Hand,102,76.5
16167,Mace of the Hand,69.33,51.9975
16168,Blade of the Hand,16.5,12.375
16169,Crossbow of the Hand,74.8,56.1
16170,Staff of the Hand,168.5,126.375
16171,Ironvine Seeds,23.33,17.4975
16172,Wastewalker Shiv,359,269.25
16173,Vest of Living Lightning,15.14,11.355
16174,Princely Reign Leggings,35.7,26.775
16175,Tracker's Belt,16,12
16176,Spellfire Longsword,13.56,10.17
16177,Spore-Soaked Vaneer,41.5,31.125
16178,Unscarred Breastplate,43.57,32.6775
16179,Azureplate Greaves,109.5,82.125
16180,Deft Handguards,19.89,14.9175
16181,Scorpid-Sting Mantle,107.5,80.625
16182,Orders from Lady Vashj,21.4,16.05
16183,Coilfang Spellbook,4.44,3.33
16184,Diaphanous Wing,65,48.75
16185,Scout Jyoba's Report,1.17,0.8775
16186,Eel Filet,44.5,33.375
16187,Thick Hydra Scale,39.25,29.4375
16188,Runed Fungalcap,41.3,30.975
16189,Coilfang Hammer of Renewal,20,15
16190,Bogstrok Scale Cloak,32,24
16191,Calming Spore Reed,9.4,7.05
16192,Coilfang Needler,33.78,25.335
16193,Zurai's Report,45.56,34.17
16194,Fulgor Spore,1.13,0.8475
16195,Diamond-Core Sledgemace,400,300
16196,Pendant of Battle-Lust,21,15.75
16197,Ironblade Gauntlets,20,15
16198,Girdle of the Gale Storm,49.83,37.3725
16199,Legion Blunderbuss,87.2,65.4
16200,Auslese's Light Channeler,44.13,33.0975
16201,Kilt of the Night Strider,0.11,0.0825
16202,Arcing Bracers,172.5,129.375
16203,Bloody Surgeon's Mitts,31.1,23.325
16204,Warsong Howling Axe,11,8.25
16205,Mindfire Waistband,4.11,3.0825
16206,Vest of Vengeance,25.25,18.9375
16207,Raiments of Divine Authority,16.56,12.42
16208,Mantle of the Dusk-Dweller,88.75,66.5625
16209,Sunhawk Missive,38.88,29.16
16210,Dead Mire Soil Sample,14.5,10.875
16211,Unidentified Plant Parts,39.1,29.325
16212,Package of Identified Plants,31.43,23.5725
16213,Uncatalogued Species,5.4,4.05
16214,Edible Stalks,7.63,5.7225
16215,Ikeyen's Belongings,464,348
16216,Warden's Arrow,53,39.75
16217,Blood Elf Plans,18,13.5
16218,Vindicator Idaar's Letter,45.78,34.335
16219,Corrupted Flower,406,304.5
16220,Digested Caracoli,53.2,39.9
16221,Nagrand Cherry,47.2,35.4
16222,Feralfen Idol,4.57,3.4275
16223,Beaten Chain Leggings,27.25,20.4375
16224,Rough Leather Leggings,338,253.5
16225,Hand Sewn Pants,41.5,31.125
16226,Sporebat Eye,9,6.75
16227,Fen Strider Tentacle,27.33,20.4975
16228,Ahuurn's Elixir,242.5,181.875
16229,Expedition Flare,0.89,0.6675
16230,Seafarer's Blade,102,76.5
16231,McWeaksauce's Meat Tenderizer,6.56,4.92
16232,The Shell Cracker,83.2,62.4
16233,Crossbow of the Albatross,4.75,3.5625
16234,The Discipline Stick,8,6
16235,Reinforced Mail Boots,1.14,0.855
16236,Huntsman's Bracers,46.5,34.875
16237,Slightly Worn Bracer,2.67,2.0025
16238,Fur Covered Robe,93,69.75
16239,Savage Leggings,13.57,10.1775
16240,Heavy Chain Leggings,3,2.25
16241,Exodar Crossbow,54.22,40.665
16242,Mail Belt of the Silverpine,30.33,22.7475
16243,Bracers of Shed Fur,107,80.25
16244,Newly Weaved Pants,17,12.75
16245,Fortified Wristguards,65,48.75
16246,Sturdy Leather Belt,133,99.75
16247,Naga Scale Boots,21,15.75
16248,Battle Tested Blade,97.25,72.9375
16249,Fertile Spores,22.44,16.83
16250,Manaspark Gloves,99.4,74.55
16251,Lykul Bloodbands,15.6,11.7
16252,Starlight Gauntlets,7.8,5.85
16253,Zangartooth Shortblade,21.8,16.35
16254,Cloak of Enduring Swiftness,1,0.75
16255,Tunic of the Nightwatcher,90,67.5
16256,Greaves of the Iron Guardian,1,0.75
16257,Truth Bearer Shoulderguards,14.88,11.16
16258,Studded Girdle of Virtue,20.83,15.6225
16259,Cloak of Healing Rays,4,3
16260,Talisman of Tenacity,43.33,32.4975
16261,Hatebringer,21.5,16.125
16262,Luminous Pearls of Insight,9.89,7.4175
16263,Pauldrons of Brute Force,208,156
16264,The Stalker's Fangs,82.5,61.875
16265,Shamblehide Chestguard,11.78,8.835
16266,Skulldugger's Leggings,38.67,29.0025
16267,Living Fire,49.25,36.9375
16268,Burstcap Mushroom,43.88,32.91
16269,Muck-Ridden Core,198,148.5
16270,Murloc Cage,78,58.5
16271,Ango'rosh Attack Plans,196.5,147.375
16272,Boss Grog'ak's Head,13.9,10.425
16273,Enraged Crusher Core,47,35.25
16274,Violet Scrying Crystal,52.5,39.375
16275,Jaggal Clam,1,0.75
16276,Jaggal Clam Meat,23,17.25
16277,Jaggal Pearl,22.29,16.7175
16278,Shadow Pearl,17.88,13.41
16279,Ghostly Essence,100,75
16280,Robes of the Augurer,49.14,36.855
16281,Alturus' Report,248.5,186.375
16282,Withered Basidium,23.3,17.475
16283,Withered Basidium,50.57,37.9275
16284,Marshlight Bleeder Venom,48.67,36.5025
16285,Fenclaw Hide,81.67,61.2525
16286,Second Key Fragment,81,60.75
16287,Third Key Fragment,25.67,19.2525
16288,Restored Apprentice's Key,215,161.25
16289,Keanna's Log,22.78,17.085
16290,Marshfang Slicer Blade,108.75,81.5625
16291,Tears of the Goddess,249,186.75
16292,Horn of Banthar,20.5,15.375
16293,Feralfen Protection Totem,18,13.5
16294,Feralfen Totem,63.75,47.8125
16295,Daggerfen Poison Manual,82.75,62.0625
16296,Daggerfen Poison Vial,61.75,46.3125
16297,Gordawg's Boulder,45.5,34.125
16298,Warmaul Skull,97.25,72.9375
16299,Gurok's Earthen Head,143.67,107.7525
16300,Howling Wind,77.4,58.05
16301,Heart of Tusker,70,52.5
16302,Eye of Gutripper,53.88,40.41
16303,First Key Fragment,16.86,12.645
16304,Honor Hold Favor,8,6
16305,Thrallmar Favor,39.43,29.5725
16306,Hoof of Bach'lor,54,40.5
16307,130 Epic Warrior Bracelets,43.38,32.535
16308,Fire Bomb,57.83,43.3725
16309,Marsh Lichen,38.57,28.9275
16310,Edible Fern,73.5,55.125
16311,Murkblood Idol,499,374.25
16312,Head of Ortor of Murkblood,12.2,9.15
16313,Gladiator's Plate Chestpiece,48.25,36.1875
16314,Gladiator's Plate Helm,66.8,50.1
16315,Gladiator's Plate Shoulders,53.63,40.2225
16316,Gladiator's Plate Legguards,31.5,23.625
16317,Gladiator's Plate Gauntlets,9.11,6.8325
16318,Gladiator's Greatsword,4,3
16319,Talisman of the Horde,27.75,20.8125
16320,Gladiator's Dreadweave Robe,19.88,14.91
16321,Gladiator's Dreadweave Hood,40.44,30.33
16322,Gladiator's Dreadweave Mantle,30.86,23.145
16323,Gladiator's Dreadweave Leggings,66,49.5
16324,Gladiator's Dreadweave Gloves,53,39.75
16325,Gladiator's War Staff,18,13.5
16326,Murkblood Invasion Plans,12,9
16327,Murkblood Invasion Plans,47.75,35.8125
16328,Torch of Liquid Fire,64,48
16329,130 Test Caster Belt,27.9,20.925
16330,130 Test Caster Cloak,13.6,10.2
16331,Elder Kuruti's Response,172,129
16332,Outlander's Girdle,81,60.75
16333,Mark of Honor Hold,61.25,45.9375
16334,Mark of Thrallmar,28.44,21.33
16335,Outlander's Boots,11,8.25
16336,Outlander's Tunic,70,52.5
16337,Outlander's Gloves,148,111
16338,Outlander's Facewrap,163.67,122.7525
16339,Outlander's Leggings,17.78,13.335
16340,Outlander's Pauldrons,53.43,40.0725
16341,Outlander's Bracers,10.83,8.1225
16342,Fireheart Girdle,72.6,54.45
16343,Fireheart Boots,21.67,16.2525
16344,Fireheart Chestpiece,434,325.5
16345,Fireheart Gloves,53.33,39.9975
16346,Fireheart Skullcap,40.67,30.5025
16347,Fireheart Leggings,47.4,35.55
16348,Fireheart Shoulderpads,47.4,35.55
16349,Fireheart Bracers,81.67,61.2525
16350,Starfire Sash,369,276.75
16351,Starfire Sandals,305,228.75
16352,Starfire Vest,73.17,54.8775
16353,Starfire Gloves,44,33
16354,Starfire Circlet,24.25,18.1875
16355,Starfire Trousers,50.75,38.0625
16356,Starfire Mantle,23.33,17.4975
16357,Starfire Wristwraps,0.5,0.375
16358,Laughing Skull Waistguard,55.67,41.7525
16359,Laughing Skull Boots,43.7,32.775
16360,Laughing Skull Tunic,36.67,27.5025
16361,Laughing Skull Gloves,131,98.25
16362,Laughing Skull Cap,392,294
16363,Laughing Skull Pants,48.56,36.42
16364,Laughing Skull Shoulderpads,24.11,18.0825
16365,Laughing Skull Bracelets,63.14,47.355
16366,Vindicator Belt,41.4,31.05
16367,Vindicator Boots,20.75,15.5625
16368,Vindicator Tunic,138,103.5
16369,Vindicator Gloves,57,42.75
16370,Vindicator Cap,37.13,27.8475
16371,Vindicator Pants,34.78,26.085
16372,Vindicator Shoulderpads,439,329.25
16373,Vindicator Bracers,91,68.25
16374,Slavehandler Belt,87.5,65.625
16375,Slavehandler Footpads,64,48
16376,Slavehandler Jerkin,187,140.25
16377,Slavehandler Handwraps,46.75,35.0625
16378,Slavehandler Cap,50,37.5
16379,Slavehandler Pants,161,120.75
16380,Slavehandler Amice,32.8,24.6
16381,Slavehandler Wristguards,53.89,40.4175
16382,Feralfen Sash,47.4,35.55
16383,Feralfen Sandals,24.33,18.2475
16384,Feralfen Jerkin,79.17,59.3775
16385,Feralfen Hand,62.4,46.8
16386,Feralfen Hood,39,29.25
16387,Feralfen Pants,3.78,2.835
16388,Feralfen Amice,24,18
16389,Feralfen Cuffs,32.56,24.42
16390,Mistyreed Belt,59.4,44.55
16391,Mistyreed Boots,35.38,26.535
16392,Mistyreed Tunic,154.33,115.7475
16393,Mistyreed Gloves,121,90.75
16394,Mistyreed Hood,61.75,46.3125
16395,Mistyreed Pants,20.25,15.1875
16396,Mistyreed Shoulderpads,66,49.5
16397,Mistyreed Bracers,66.5,49.875
16398,Astralaan Belt,32.83,24.6225
16399,Astralaan Boots,68,51
16400,Astralaan Robe,51.5,38.625
16401,Astralaan Gloves,63.6,47.7
16402,Astralaan Headdress,41.7,31.275
16403,Astralaan Pants,55.29,41.4675
16404,Astralaan Shoulderpads,22.1,16.575
16405,Astralaan Bracer,29.67,22.2525
16406,Consortium Sash,58.5,43.875
16407,Consortium Boot,122.75,92.0625
16408,Consortium Robe,29.67,22.2525
16409,Consortium Gloves,30,22.5
16410,Consortium Hood,26.5,19.875
16411,Consortium Pants,379,284.25
16412,Consortium Mantle,29.1,21.825
16413,Consortium Bracer,46.89,35.1675
16414,Shadow Council Chain,11.7,8.775
16415,Shadow Council Boots,0.56,0.42
16416,Shadow Council Tunic,208,156
16417,Shadow Council Gloves,12.17,9.1275
16418,Shadow Council Cowl,37.17,27.8775
16419,Shadow Council Pants,49.5,37.125
16420,Shadow Council Mantle,42.78,32.085
16421,Shadow Council Bracer,338,253.5
16422,Eldr'naan Belt,67.75,50.8125
16423,Eldr'naan Boots,10.56,7.92
16424,Eldr'naan Jerkin,109.33,81.9975
16425,Eldr'naan Gloves,64.67,48.5025
16426,Eldr'naan Hood,17,12.75
16427,Eldr'naan Pants,10.67,8.0025
16428,Eldr'naan Shoulderpads,11,8.25
16429,Eldr'naan Bracelets,9.13,6.8475
16430,Archmage Belt,35.7,26.775
16431,Archmage Slippers,20,15
16432,Archmage Robe,25.33,18.9975
16433,Archmage Gloves,64,48
16434,Archmage Headpiece,20.38,15.285
16435,Archmage Pants,25,18.75
16436,Archmage Mantle,53.63,40.2225
16437,Archmage Bracelets,55.83,41.8725
16438,Elementalist Belt,0.75,0.5625
16439,Elementalist Boots,9.67,7.2525
16440,Elementalist Tunic,17.44,13.08
16441,Elementalist Gloves,48.9,36.675
16442,Elementalist Skullcap,41.7,31.275
16443,Elementalist Leggings,20.3,15.225
16444,Elementalist Mantle,49.25,36.9375
16445,Elementalist Bracelets,52.57,39.4275
16446,Bonechewer Pelt-Girdle,29,21.75
16447,Bonechewer Shredboots,45,33.75
16448,Bonechewer Chestpiece,102,76.5
16449,Bonechewer Spikegloves,174.5,130.875
16450,Bonechewer Skincloak,26.4,19.8
16451,Bonechewer Ripleggings,44.89,33.6675
16452,Bonechewer Shoulderguards,54,40.5
16453,Bonechewer Bands,49.4,37.05
16454,Haal'eshi Cord,40.75,30.5625
16455,Haal'eshi Boots,57.5,43.125
16456,Haal'eshi Jerkin,118.75,89.0625
16457,Haal'eshi Gloves,13.75,10.3125
16458,Haal'eshi Hat,226,169.5
16459,Haal'eshi Leggings,123,92.25
16460,Haal'eshi Pauldrons,23.9,17.925
16461,Haal'eshi Bindings,35.5,26.625
16462,Vengeance Belt,6.1,4.575
16463,Vengeance Boots,26.11,19.5825
16464,Vengeance Chestpiece,101,75.75
16465,Vengeance Gloves,40.25,30.1875
16466,Vengeance Helm,100,75
16467,Vengeance Legguards,55,41.25
16468,Vengeance Pauldrons,54.25,40.6875
16469,Vengeance Bands,15.75,11.8125
16470,Dreghood Belt,77,57.75
16471,Dreghood Boots,62,46.5
16472,Dreghood Chestpiece,18,13.5
16473,Dreghood Gloves,21.5,16.125
16474,Dreghood Cowl,34.33,25.7475
16475,Dreghood Trousers,7.1,5.325
16476,Dreghood Pauldrons,82,61.5
16477,Dreghood Bands,184,138
16478,Dementia Cord,83.25,62.4375
16479,Dementia Boots,22.13,16.5975
16480,Dementia Vest,55.5,41.625
16481,Dementia Gloves,16,12
16482,Dementia Hood,89,66.75
16483,Dementia Trousers,411,308.25
16484,Dementia Shoulderguards,43.57,32.6775
16485,Dementia Armguards,64.5,48.375
16486,Sunroc Waistband,26.75,20.0625
16487,Sunroc Boots,54.86,41.145
16488,Sunroc Chestpiece,276,207
16489,Sunroc Gloves,2.75,2.0625
16490,Sunroc Mask,80.2,60.15
16491,Sunroc Pants,0.5,0.375
16492,Sunroc Shoulderguards,12.5,9.375
16493,Sunroc Armguards,20.5,15.375
16494,Ranger Belt,7.2,5.4
16495,Ranger Boots,9.56,7.17
16496,Ranger Jerkin,15.38,11.535
16497,Ranger Gloves,76.83,57.6225
16498,Ranger Hat,69.67,52.2525
16499,Ranger Pants,30.22,22.665
16500,Ranger Pauldrons,13.9,10.425
16501,Ranger Armguards,45,33.75
16502,Daggerfen Belt,61.67,46.2525
16503,Daggerfen Boots,46.4,34.8
16504,Daggerfen Battlevest,32,24
16505,Daggerfen Gloves,41.25,30.9375
16506,Daggerfen Cowl,403,302.25
16507,Daggerfen Stitchpants,237,177.75
16508,Daggerfen Pauldrons,1,0.75
16509,Daggerfen Bindings,23.63,17.7225
16510,Umbrafen Waistband,30.6,22.95
16511,Umbrafen Boots,495,371.25
16512,Umbrafen Tunic,65.14,48.855
16513,Umbrafen Gloves,68.8,51.6
16514,Umbrafen Cap,146,109.5
16515,Umbrafen Britches,57.67,43.2525
16516,Umbrafen Shoulderguards,254,190.5
16517,Umbrafen Bindings,13.4,10.05
16518,Clefthoof Belt,35.5,26.625
16519,Clefthoof Wanderboots,9,6.75
16520,Clefthoof Hidemantle,14,10.5
16521,Clefthoof Gloves,30.5,22.875
16522,Clefthoof Cover,335,251.25
16523,Clefthoof Britches,42.5,31.875
16524,Clefthoof Shoulderguards,2.5,1.875
16525,Clefthoof Bracers,432,324
16526,Boneshredder Belt,404,303
16527,Boneshredder Boots,21.4,16.05
16528,Boneshredder Jerkin,0.25,0.1875
16529,Boneshredder Gloves,8.33,6.2475
16530,Boneshredder Skullcap,58.75,44.0625
16531,Boneshredder Britches,22.5,16.875
16532,Boneshredder Shoulderguards,73,54.75
16533,Boneshredder Wristguards,9.22,6.915
16534,Murkblood Belt,8,6
16535,Murkblood Boots,109,81.75
16536,Murkblood Chestpiece,6.71,5.0325
16537,Murkblood Gloves,7.57,5.6775
16538,Murkblood Cover,22,16.5
16539,Murkblood Pants,17.25,12.9375
16540,Murkblood Shoulderguards,148.5,111.375
16541,Murkblood Bracers,48.13,36.0975
16542,Expedition Girdle,57.33,42.9975
16543,Expedition Boots,20.44,15.33
16544,Expedition Tunic,306,229.5
16545,Expedition Gloves,111,83.25
16546,Expedition Hood,175,131.25
16547,Expedition Pants,109,81.75
16548,Expedition Shoulderguards,183.5,137.625
16549,Expedition Bracers,59.13,44.3475
16550,Dragonhawk Belt,42.44,31.83
16551,Dragonhawk Boots,9.5,7.125
16552,Dragonhawk Tunic,93,69.75
16553,Dragonhawk Gloves,158.67,119.0025
16554,Dragonhawk Hat,122,91.5
16555,Dragonhawk Pants,20.13,15.0975
16556,Dragonhawk Shoulderguards,43,32.25
16557,Dragonhawk Bands,87,65.25
16558,Unyielding Waistband,210.5,157.875
16559,Unyielding Footwraps,36.38,27.285
16560,Unyielding Chain Vest,2,1.5
16561,Unyielding Fists,38.33,28.7475
16562,Unyielding Helm,66.33,49.7475
16563,Unyielding Leggings,17,12.75
16564,Unyielding Spaulders,30.5,22.875
16565,Unyielding Bindings,19.3,14.475
16566,Felstone Waistband,11,8.25
16567,Felstone Greaves,83.4,62.55
16568,Felstone Chain Vest,249,186.75
16569,Felstone Gauntlets,53.89,40.4175
16570,Felstone Helm,12.6,9.45
16571,Felstone Leggings,20.14,15.105
16572,Felstone Spaulders,50.2,37.65
16573,Felstone Bindings,59.43,44.5725
16574,Netherstalker Belt,363,272.25
16575,Netherstalker Greaves,39,29.25
16576,Netherstalker Armor,34.25,25.6875
16577,Netherstalker Gloves,18.29,13.7175
16578,Netherstalker Helmet,18.5,13.875
16579,Netherstalker Legguards,70.67,53.0025
16580,Netherstalker Mantle,7.89,5.9175
16581,Netherstalker Bracer,41,30.75
16582,Nexus-Strider Belt,1.83,1.3725
16583,Nexus-Strider Greaves,7,5.25
16584,Nexus-Strider Breastplate,59.25,44.4375
16585,Nexus-Strider Gloves,451,338.25
16586,Nexus-Strider Helmet,245.5,184.125
16587,Nexus-Strider Legwraps,45.75,34.3125
16588,Nexus-Strider Mantle,29.78,22.335
16589,Nexus-Strider Bracer,45.71,34.2825
16590,Wrathfin Waistband,90,67.5
16591,Wrathfin Greaves,29,21.75
16592,Wrathfin Armor,19.4,14.55
16593,Wrathfin Gloves,35.3,26.475
16594,Wrathfin Helmet,26.17,19.6275
16595,Wrathfin Legguards,40.2,30.15
16596,Wrathfin Mantle,24.67,18.5025
16597,Wrathfin Bindings,37.13,27.8475
16598,Fenclaw Waistband,19.33,14.4975
16599,Fenclaw Footwraps,1.6,1.2
16600,Fenclaw Armor,20.1,15.075
16601,Fenclaw Fists,4.33,3.2475
16602,Fenclaw Helm,31.17,23.3775
16603,Fenclaw Legguards,13.44,10.08
16604,Fenclaw Mantle,18.63,13.9725
16605,Fenclaw Bindings,15.6,11.7
16606,Marshcreeper Belt,57.5,43.125
16607,Marshcreeper Sludgeboots,12.88,9.66
16608,Marshcreeper Fen-Vest,14.5,10.875
16609,Marshcreeper Gloves,45.5,34.125
16610,Marshcreeper Helm,35.43,26.5725
16611,Marshcreeper Leggings,44.56,33.42
16612,Marshcreeper Mantle,201,150.75
16613,Marshcreeper Bracelets,56.83,42.6225
16614,Blood Knight Girdle,188.5,141.375
16615,Blood Knight Boots,0.67,0.5025
16616,Blood Knight Breastplate,21,15.75
16617,Blood Knight Gauntlets,14.75,11.0625
16618,Blood Knight Helm,1,0.75
16619,Blood Knight Greaves,71.29,53.4675
16620,Blood Knight Pauldrons,214.5,160.875
16621,Blood Knight Bracers,38.25,28.6875
16622,Ironspine Belt,38.63,28.9725
16623,Ironspine Greaves,147.33,110.4975
16624,Ironspine Chain Vest,169.5,127.125
16625,Ironspine Gloves,148,111
16626,Ironspine Helm,10.5,7.875
16627,Ironspine Legguards,128,96
16628,Ironspine Shoulderguards,205.5,154.125
16629,Ironspine Bracelets,34.89,26.1675
16630,Der'izu Belt,7.4,5.55
16631,Der'izu Greaves,51.22,38.415
16632,Der'izu Chestpiece,2.56,1.92
16633,Der'izu Fists,27.5,20.625
16634,Der'izu Helm,75.4,56.55
16635,Der'izu Legguards,76.5,57.375
16636,Der'izu Spaulders,38.33,28.7475
16637,Der'izu Bracer,103,77.25
16638,Skettis Belt,100.5,75.375
16639,Skettis Footwraps,418,313.5
16640,Skettis Chestpiece,212,159
16641,Skettis Gauntlets,17,12.75
16642,Skettis Helmet,132.33,99.2475
16643,Skettis Legguards,9.57,7.1775
16644,Skettis Spaulders,48,36
16645,Skettis Bracer,13.33,9.9975
16646,Sundered Waistband,40.6,30.45
16647,Sundered Footwraps,65.33,48.9975
16648,Sundered Chestpiece,112,84
16649,Sundered Gauntlets,38.89,29.1675
16650,Sundered Helmet,53.33,39.9975
16651,Sundered Legguards,5,3.75
16652,Sundered Spaulders,47.75,35.8125
16653,Tortured Bracer,6.13,4.5975
16654,Talhide Stitched-Belt,5,3.75
16655,Talhide Lined-Boots,35.78,26.835
16656,Talhide Chestpiece,12,9
16657,Talhide Lined-Gloves,6.86,5.145
16658,Talhide Helmet,1.57,1.1775
16659,Talhide Lined-Leggings,53.5,40.125
16660,Talhide Shoulderguards,11.67,8.7525
16661,Talhide Lined-Bracers,42.75,32.0625
16662,Netherstorm Belt,29.33,21.9975
16663,Netherstorm Greaves,34.11,25.5825
16664,Netherstorm Chestpiece,51,38.25
16665,Netherstorm Gauntlets,7.13,5.3475
16666,Netherstorm Helm,142,106.5
16667,Netherstorm Legguards,79.33,59.4975
16668,Netherstorm Shoulderguards,91,68.25
16669,Netherstorm Bracer,43.88,32.91
16670,Grimscale Belt,111.67,83.7525
16671,Grimscale Sabatons,104,78
16672,Grimscale Armor,26.67,20.0025
16673,Grimscale Gauntlets,13.8,10.35
16674,Grimscale Helm,49.78,37.335
16675,Grimscale Legguards,30.25,22.6875
16676,Grimscale Pauldrons,53.22,39.915
16677,Grimscale Vambraces,46.25,34.6875
16678,Ango'rosh Belt,49,36.75
16679,Ango'rosh Sabatons,11.17,8.3775
16680,Ango'rosh Breastplate,90.75,68.0625
16681,Ango'rosh Gauntlets,53.8,40.35
16682,Ango'rosh Helm,41,30.75
16683,Ango'rosh Legguards,9,6.75
16684,Ango'rosh Pauldrons,29.22,21.915
16685,Ango'rosh Vambraces,57,42.75
16686,Darkcrest Belt,17.6,13.2
16687,Darkcrest Sabatons,23.5,17.625
16688,Darkcrest Breastplate,41.2,30.9
